gene,mu_cancer,n_cancer,mu_normal,n_normal,delta,rank_delta_desc
STMN1,-124.07720098361163,568,-58.89254435015396,568,-65.18465663345768,8908
CALM2,-118.74748798213339,2065,-53.53809374423639,2065,-65.209394237897,8909
SLC16A9,-152.69399579685538,199,-87.48286886550673,199,-65.21112693134864,8910
SERTAD4,-146.3465343422604,217,-81.0696046187581,217,-65.2769297235023,8911
TMEM100,-133.0440031109434,33,-67.75860665061258,33,-65.28539646033083,8912
NOL4,-133.32354736328125,1,-67.9757080078125,1,-65.34783935546875,8913
MYRFL,-165.494140625,16,-100.14141511917114,16,-65.35272550582886,8914
CHAC2,-137.32262633567632,86,-71.95767034486283,86,-65.36495599081348,8915
DPT,-141.1824188232422,10,-75.8051139831543,10,-65.37730484008789,8916
WNK1,-127.3464488108818,1178,-61.954890262493656,1178,-65.39155854838813,8917
LMO7DN,-147.78976440429688,52,-82.37269137455867,52,-65.4170730297382,8918
PRKAA2,-105.8683900272145,102,-40.43398980533375,102,-65.43440022188075,8919
CEACAM21,-135.5647430419922,8,-70.04152393341064,8,-65.52321910858154,8920
TEX41,-164.7848243713379,4,-99.21725082397461,4,-65.56757354736328,8921
SELENBP1,-117.46120280754275,1476,-51.80682425511885,1476,-65.6543785524239,8922
MYO1H,-133.55056762695312,1,-67.78083801269531,1,-65.76972961425781,8923
GPR42,-152.65890502929688,1,-86.8642807006836,1,-65.79462432861328,8924
DNASE2B,-135.62177149454752,12,-69.81987698872884,12,-65.80189450581868,8925
PRSS36,-107.86269859645678,46,-41.98578502820886,46,-65.87691356824791,8926
USP30-AS1,-132.48850004551775,59,-66.59148103099758,59,-65.89701901452017,8927
C1QTNF1,-137.48700663248698,15,-71.58746337890625,15,-65.89954325358073,8928
SELL,-166.4347247314453,25,-100.50451873779296,25,-65.93020599365234,8929
EPHX1,-104.71067368542707,1512,-38.76367938833893,1512,-65.94699429708814,8930
CD22,-147.4578260941939,11,-81.4633691961115,11,-65.9944568980824,8931
PPP2R3C,-150.14970869233338,395,-84.14613510324985,395,-66.00357358908353,8932
DCT,-143.06825256347656,8,-77.00400733947754,8,-66.06424522399902,8933
LRRIQ3,-145.05549524185506,47,-78.91351042402552,47,-66.14198481782954,8934
NAV2-AS3,-129.18241847645152,22,-62.970571517944336,22,-66.21184695850718,8935
LIPJ,-170.414794921875,2,-104.18734359741211,2,-66.22745132446289,8936
EHF,-147.02985885758653,771,-80.77940628902766,771,-66.25045256855887,8937
AKR1E2,-161.84053257533483,7,-95.54986136300224,7,-66.2906712123326,8938
PCAT18,-138.52586364746094,1,-72.23458862304688,1,-66.29127502441406,8939
ATF3,-133.97289340230753,1321,-67.65347264626999,1321,-66.31942075603754,8940
FAM216B,-164.37987393918246,184,-98.04133630835491,184,-66.33853763082755,8941
FOXN3,-131.16755432401385,560,-64.73085915701729,560,-66.43669516699656,8942
NPIPB11,-138.23778533935547,4,-71.74018096923828,4,-66.49760437011719,8943
IPO4,-140.43574968552747,151,-73.88596414730249,151,-66.54978553822498,8944
WARS2-IT1,-146.77680206298828,2,-80.21129608154297,2,-66.56550598144531,8945
LINC01415,-146.44559733072916,3,-79.8625259399414,3,-66.58307139078775,8946
CCDC153,-138.5985920880292,296,-71.98953538327603,296,-66.60905670475316,8947
NALCN,-128.44320526123047,5,-61.82546157836914,5,-66.61774368286133,8948
HYI,-115.60157275551244,950,-48.899242280658925,950,-66.70233047485351,8949
BMI1,-125.43548055638604,374,-58.69103837650727,374,-66.74444217987877,8950
BCL11A,-145.64523620605468,140,-78.89874223981585,140,-66.74649396623883,8951
NBAS,-126.35308324302115,205,-59.60299982210485,205,-66.7500834209163,8952
RAMP2,-132.18243408203125,45,-65.37046618991428,45,-66.81196789211697,8953
CREBZF,-152.03357003127473,395,-85.2095225853256,395,-66.82404744594913,8954
RGS13,-169.28107660466975,11,-102.39062708074397,11,-66.89044952392578,8955
TTC8,-142.0978552735882,162,-75.20417187537676,162,-66.89368339821145,8956
NBPF19,-164.21887798040686,142,-97.29410042561275,142,-66.9247775547941,8957
CLN5,-133.74177186470718,389,-66.79102451942268,389,-66.9507473452845,8958
CCDC138,-133.13633893484092,83,-66.15770068800593,83,-66.97863824683499,8959
VWA5A,-149.74845729851575,322,-82.75467655821616,322,-66.99378074029958,8960
KCNRG,-153.60180473327637,112,-86.45273051943097,112,-67.1490742138454,8961
ZSWIM5,-241.54300564852628,55,-174.36132840243252,55,-67.18167724609376,8962
LINC01031,-129.47228145599365,8,-62.27134847640991,8,-67.20093297958374,8963
CERS4,-116.72518659508746,575,-49.40836537236753,575,-67.31682122271994,8964
ZC3H13,-127.74231601825224,762,-60.4215876011085,762,-67.32072841714374,8965
INSL5,-131.75698852539062,2,-64.42861747741699,2,-67.32837104797363,8966
ADIPOR2,-130.75530524913415,441,-63.36476414652368,441,-67.39054110261047,8967
PPP4R4,-170.95201873779297,82,-103.56119369879002,82,-67.39082503900295,8968
ABCA9,-157.40404764811197,3,-90.00535074869792,3,-67.39869689941405,8969
SAA4,-147.2055148170108,21,-79.77127038864862,21,-67.43424442836218,8970
MS4A10,-137.53192138671875,1,-70.0323257446289,1,-67.49959564208984,8971
TESPA1,-135.69654846191406,11,-68.11531483043323,11,-67.58123363148083,8972
PYHIN1,-149.4877187093099,15,-81.81987101236979,15,-67.6678476969401,8973
FCRL1,-150.12596702575684,8,-82.42899227142334,8,-67.6969747543335,8974
RGS16,-102.84521054083768,922,-35.107262088006074,922,-67.7379484528316,8975
DNAH6,-134.86083221435547,158,-67.04634169083607,158,-67.8144905235194,8976
MEX3C,-126.16770838984736,270,-58.35284138432255,270,-67.8148670055248,8977
CD163L1,-155.83949279785156,40,-87.95771293640136,40,-67.8817798614502,8978
FCGBP,-166.19338884924213,117,-98.2436276949369,117,-67.94976115430522,8979
OVCH2,-168.45135879516602,4,-100.47819709777832,4,-67.9731616973877,8980
ZNF516,-127.73054308331878,179,-59.64861289082959,179,-68.08193019248918,8981
GANAB,-178.44537831776177,670,-110.10310730435955,670,-68.34227101340221,8982
C1orf116,-150.2411144411081,963,-81.79335952077452,963,-68.44775492033358,8983
STARD13,-144.16466416112635,151,-75.55014427134533,151,-68.61451988978102,8984
ITGBL1,-135.7867218017578,5,-67.16491470336913,5,-68.62180709838867,8985
CFHR4,-173.25599670410156,1,-104.61780548095705,1,-68.63819122314452,8986
PGR,-135.1439666748047,9,-66.46955193413629,9,-68.6744147406684,8987
HSPH1,-105.17360597006724,913,-36.486625942969766,913,-68.68698002709748,8988
PAMR1,-155.9465833391462,7,-87.19353267124721,7,-68.75305066789899,8989
ZNF23,-135.53789265950522,12,-66.77698644002278,12,-68.76090621948244,8990
CYTIP,-135.72701581319174,96,-66.96458808581035,96,-68.7624277273814,8991
WDR64,-126.7001495361328,1,-57.92341232299805,1,-68.77673721313475,8992
PEX5,-129.38287559715477,222,-60.59138294598004,222,-68.79149265117474,8993
LYG2,-131.93720626831055,4,-63.12865352630615,4,-68.8085527420044,8994
IL20,-132.44756317138672,2,-63.58635330200195,2,-68.86120986938477,8995
GPR183,-135.01933730276008,152,-66.11048387226306,152,-68.90885343049702,8996
MIR2117HG,-115.70061492919922,1,-46.76010513305664,1,-68.94050979614258,8997
PAPPA2,-152.53258361816407,10,-83.49209442138672,10,-69.04048919677734,8998
IDI2,-136.590932672674,11,-67.5367500998757,11,-69.0541825727983,8999
KLHL41,-145.0553944905599,3,-75.9851786295573,3,-69.07021586100261,9000
FAM215B,-119.28149536834366,174,-50.13830684793407,174,-69.14318852040958,9001
CYB5R2,-137.44947396072686,51,-68.30545597450406,51,-69.1440179862228,9002
PLA2G4F,-131.17586411370172,396,-61.97682557924829,396,-69.19903853445342,9003
SERPINB11,-166.80894978841147,3,-97.60536193847656,3,-69.2035878499349,9004
ITGA2B,-127.33912658691406,6,-58.114816665649414,6,-69.22430992126465,9005
GFI1,-128.47642669677734,5,-59.24460906982422,5,-69.23181762695312,9006
ANO3,-168.35323791503907,5,-99.09253540039063,5,-69.26070251464844,9007
KLRK1,-172.97340393066406,1,-103.6524658203125,1,-69.32093811035156,9008
LAPTM5,-144.86253269632064,402,-75.34797780430732,402,-69.51455489201332,9009
KRTAP3-2,-155.67010498046875,1,-86.1180419921875,1,-69.55206298828125,9010
SPACA3,-224.0020809173584,8,-154.4293918609619,8,-69.57268905639648,9011
ZNF112,-161.5791249593099,15,-92.00062103271485,15,-69.57850392659505,9012
KMO,-142.25189887152777,27,-72.66715833875868,27,-69.58474053276909,9013
ZSWIM7,-124.65253286097452,794,-54.95931225639747,794,-69.69322060457705,9014
NEB,-159.10515340169272,9,-89.39324866400824,9,-69.71190473768448,9015
CFAP58,-121.64112013213489,49,-51.92218679311324,49,-69.71893333902165,9016
CHD3,-176.94695586887175,563,-107.21912396229393,563,-69.72783190657782,9017
BCL7A,-143.75201310307148,332,-73.98844946436135,332,-69.76356363871012,9018
ZMYND11,-132.43296634634746,485,-62.60375780715156,485,-69.82920853919589,9019
XDH,-135.16238527040224,37,-65.3023832166517,37,-69.86000205375053,9020
GANC,-134.95781586901975,404,-65.08310602206996,404,-69.8747098469498,9021
ZMYM4,-146.08910861142664,337,-76.15349848263341,337,-69.93561012879323,9022
SPRR2A,-149.2668685913086,4,-79.3278751373291,4,-69.93899345397949,9023
HYDIN,-140.29667276410913,201,-70.33545001585092,201,-69.96122274825821,9024
LINC01579,-118.96832379427823,22,-48.97446146878329,22,-69.99386232549494,9025
GTF2H1,-116.1858982250003,326,-46.1342626232311,326,-70.05163560176919,9026
C3AR1,-156.42537117004395,16,-86.34386444091797,16,-70.08150672912598,9027
IL17D,-134.9469092873966,17,-64.83206468469956,17,-70.11484460269705,9028
GUCY2C,-168.60888671875,1,-98.4747314453125,1,-70.1341552734375,9029
CERS3-AS1,-149.6978759765625,1,-79.55069732666016,1,-70.14717864990234,9030
MNAT1,-135.16641203000773,566,-64.98791204661447,566,-70.17849998339327,9031
SLFN12L,-158.21973310198103,7,-88.03443908691406,7,-70.18529401506697,9032
MBNL2,-140.2202722200492,563,-70.00669085026634,563,-70.21358136978286,9033
MYOM1,-136.5944808959961,10,-66.2617088317871,10,-70.332772064209,9034
KRT222,-127.98129272460938,1,-57.6114387512207,1,-70.36985397338867,9035
KRTAP4-9,-170.41305541992188,1,-100.03541564941406,1,-70.37763977050781,9036
GBP4,-142.64132096282148,113,-72.2613929816052,113,-70.37992798121628,9037
DEPDC1,-131.87217712402344,13,-61.473329103910004,13,-70.39884802011343,9038
EWSAT1,-169.4226531982422,1,-99.0194320678711,1,-70.4032211303711,9039
USP44,-122.86458706942472,275,-52.41397161310369,275,-70.45061545632103,9040
GLIPR1L2,-131.54143458775113,35,-61.030496978759764,35,-70.51093760899136,9041
MS4A7,-136.91762489270252,157,-66.36755959091673,157,-70.55006530178579,9042
ST6GALNAC5,-142.60169219970703,28,-72.04527173723493,28,-70.5564204624721,9043
EFCAB5,-142.0877313232422,25,-71.51843475341796,25,-70.56929656982423,9044
CLEC6A,-166.1111602783203,2,-95.5047836303711,2,-70.60637664794922,9045
C10orf55,-132.37532424926758,4,-61.68983459472656,4,-70.68548965454102,9046
NNMT,-135.96352826451962,652,-65.19488108816323,652,-70.7686471763564,9047
HBG2,-137.0570297241211,2,-66.28822708129883,2,-70.76880264282227,9048
DCTN1-AS1,-201.67084757486978,3,-130.84296671549478,3,-70.827880859375,9049
CCL2,-151.6969754968135,289,-80.85423495282764,289,-70.84274054398587,9050
PROK1,-131.6806869506836,2,-60.81928062438965,2,-70.86140632629395,9051
IRF2BP2,-134.11459629972217,1420,-63.22531024771677,1420,-70.88928605200539,9052
DDX20,-141.8009410819622,99,-70.71155786995936,99,-71.08938321200284,9053
CYP2A7,-168.82388540414664,13,-97.70832355205829,13,-71.11556185208835,9054
WIF1,-92.87676369986471,833,-21.758464659820227,833,-71.11829904004449,9055
IL1B,-144.30908651912912,221,-73.16810773616463,221,-71.1409787829645,9056
AMY2B,-151.52668057955228,65,-80.38556131216195,65,-71.14111926739032,9057
AICDA,-146.55577087402344,1,-75.39946746826172,1,-71.15630340576172,9058
LILRA5,-148.87434525923297,11,-77.67282589999112,11,-71.20151935924184,9059
PTPRB,-155.7839521520278,34,-84.50139348647174,34,-71.28255866555607,9060
EFCAB3,-141.6783905029297,1,-70.33434295654297,1,-71.34404754638672,9061
ADIRF,-126.5113713110834,1316,-55.16692262145161,1316,-71.34444868963178,9062
MLLT10,-166.2954402413928,494,-94.9407408401551,494,-71.35469940123771,9063
DDX5,-132.17126887389335,2136,-60.81431468506431,2136,-71.35695418882904,9064
VCAM1,-158.63665390014648,4,-87.25931930541992,4,-71.37733459472656,9065
ITGAM,-129.79578170776367,50,-58.393718566894535,50,-71.40206314086913,9066
PGM5P4-AS1,-136.12976916082974,29,-64.57416836968784,29,-71.5556007911419,9067
TPPP3,-133.25877656570876,1069,-61.69410793707681,1069,-71.56466862863195,9068
IGF1,-172.90181203988882,13,-101.31565798245944,13,-71.58615405742938,9069
LINC01515,-155.62957998422476,13,-83.95687807523288,13,-71.67270190899188,9070
MKX,-137.94300406319755,21,-66.24118405296689,21,-71.70182001023066,9071
DCDC1,-123.6963514077543,99,-51.93515161071161,99,-71.7611997970427,9072
EHBP1,-128.46556548384933,222,-56.68483641340926,222,-71.78072907044007,9073
MED4-AS1,-147.1795539855957,4,-75.31855773925781,4,-71.86099624633789,9074
RFC5,-139.2449461921813,126,-67.34738062298487,126,-71.89756556919642,9075
HMGB4,-160.557861328125,1,-88.630859375,1,-71.927001953125,9076
ACSM6,-145.62881469726562,1,-73.66947937011719,1,-71.95933532714844,9077
IGSF6,-124.22641223409902,46,-52.228480463442594,46,-71.99793177065642,9078
SFTA1P,-126.39490043151902,1297,-54.22807264070651,1297,-72.1668277908125,9079
STK33,-117.43987961546682,313,-45.24948472336839,313,-72.19039489209842,9080
HSPA2,-149.6131451210279,89,-77.41963667280218,89,-72.19350844822573,9081
KIR3DX1,-160.58497924804686,5,-88.37920532226562,5,-72.20577392578124,9082
RNU6ATAC35P,-143.04515075683594,1,-70.799560546875,1,-72.24559020996094,9083
SLC16A12-AS1,-153.69922256469727,4,-81.3815860748291,4,-72.31763648986816,9084
PCF11-AS1,-145.2964357648577,14,-72.94961820329938,14,-72.34681756155832,9085
IL18RAP,-158.22852579752603,3,-85.8761698404948,3,-72.35235595703124,9086
L3MBTL4,-119.04886843028821,152,-46.67958834296778,152,-72.36928008732042,9087
KRTAP4-7,-169.60202026367188,1,-97.20801544189452,1,-72.39400482177736,9088
COL4A2,-172.46090087890624,50,-100.03863265991211,50,-72.42226821899413,9089
TRHDE,-194.3106231689453,5,-121.87751159667968,5,-72.43311157226563,9090
CRTAM,-192.80047673764437,23,-120.35055243450662,23,-72.44992430313775,9091
DDX18,-123.58714595030261,1033,-51.013005244651126,1033,-72.57414070565149,9092
MUCL1,-164.10519409179688,14,-91.26161466326032,14,-72.84357942853656,9093
SETBP1,-135.62891091240778,36,-62.77136198679606,36,-72.85754892561172,9094
ITGA10,-147.80871323407706,59,-74.82118871656515,59,-72.98752451751191,9095
CES3,-130.7744026184082,32,-57.72069334983826,32,-73.05370926856995,9096
PRG4,-138.3298095703125,5,-65.25152282714843,5,-73.07828674316407,9097
CLEC12A,-129.64461476094013,37,-56.56584363370328,37,-73.07877112723685,9098
IGFL2,-146.3987274169922,17,-73.2370309268727,17,-73.16169649011948,9099
PALMD,-140.9764747341184,137,-67.73223386889826,137,-73.24424086522014,9100
MAPK6,-139.93379881155437,442,-66.68472890724424,442,-73.24906990431013,9101
FADS1,-122.80344004194174,513,-49.55366602371543,513,-73.2497740182263,9102
CEPT1,-122.14753815367982,182,-48.87791570726332,182,-73.26962244641649,9103
ACAT1,-151.9676263320386,796,-78.6564980895076,796,-73.31112824253101,9104
RPL10L,-135.56582641601562,2,-62.234493255615234,2,-73.33133316040039,9105
PLEKHS1,-131.31977871682147,139,-57.94461869164336,139,-73.3751600251781,9106
SMIM2-AS1,-139.52253956514247,85,-66.12597876156077,85,-73.39656080358169,9107
CDCP2,-148.0720977783203,1,-74.67537689208984,1,-73.39672088623047,9108
OR5P2,-165.28460693359375,1,-91.88294982910156,1,-73.40165710449219,9109
RGS4,-137.2845204671224,3,-63.78846867879232,3,-73.49605178833008,9110
LINC00426,-150.5382080078125,2,-76.99908447265625,2,-73.53912353515625,9111
SERPINB7,-143.9046834309896,3,-70.07852935791016,3,-73.82615407307944,9112
FSD2,-137.09408569335938,4,-63.180009841918945,4,-73.91407585144043,9113
SGCG,-166.98333740234375,1,-93.06182861328124,1,-73.92150878906251,9114
HNRNPA1L2,-158.95107908027117,172,-84.89861741176871,172,-74.05246166850246,9115
PTGS2,-146.99303405913548,402,-72.81691242806355,402,-74.17612163107194,9116
TMEM178A,-148.73002886090958,70,-74.42062933785574,70,-74.30939952305384,9117
LDLRAD1,-133.09741652245614,204,-58.749887204637716,204,-74.34752931781843,9118
SLC5A8,-140.57040555359887,122,-66.22125506791912,122,-74.34915048567976,9119
FCRL2,-148.70733388264975,6,-74.3506342569987,6,-74.35669962565105,9120
IGKV1-9,-138.16561889648438,1,-63.78504180908203,1,-74.38057708740234,9121
EPC1,-145.48567760580838,808,-71.02764993610948,808,-74.4580276696989,9122
EID1,-147.81049001045776,1672,-73.31304531462455,1672,-74.49744469583321,9123
IGKV2D-29,-145.23194580078126,5,-70.64483184814453,5,-74.58711395263673,9124
LINC01571,-130.63309361384466,78,-55.999651346451195,78,-74.63344226739346,9125
TMPRSS5,-143.9740230015346,7,-69.31856754847935,7,-74.65545545305524,9126
DYNC2H1,-131.1013831627078,328,-56.427166880630864,328,-74.67421628207694,9127
ARHGEF33,-157.01246781782672,11,-82.28032406893644,11,-74.73214374889028,9128
CAT,-109.83107900267453,1219,-35.045007525749924,1219,-74.7860714769246,9129
TCF4-AS1,-151.6314727783203,5,-76.83601684570313,5,-74.79545593261717,9130
THSD1,-151.51637002696162,23,-76.60577724290931,23,-74.91059278405231,9131
ACSF3,-160.863319128602,199,-85.84531904824415,199,-75.01800008035785,9132
CA10,-139.5890461314808,22,-64.56784074956721,22,-75.0212053819136,9133
HK1,-141.22057151363882,443,-66.18669947329278,443,-75.03387204034604,9134
SERTAD4-AS1,-141.5073737250434,405,-66.36117818384994,405,-75.14619554119346,9135
RPL4,-153.48068873744552,2129,-78.31294537172904,2129,-75.16774336571648,9136
MUC15,-156.44239581683735,555,-81.26412335644972,555,-75.17827246038763,9137
CD101,-155.6068084716797,10,-80.4136848449707,10,-75.193123626709,9138
C8A,-146.28903579711914,4,-71.04411315917969,4,-75.24492263793945,9139
KLK10,-119.03740185889129,107,-43.620480795887026,107,-75.41692106300425,9140
NPHP1,-144.12174866874264,265,-68.62510132699643,265,-75.49664734174621,9141
RASSF9,-149.0709001981295,260,-73.4538504087008,260,-75.61704978942869,9142
NCKAP1L,-139.93116126427284,65,-64.25533635066105,65,-75.67582491361179,9143
KCNT2,-134.309033203125,10,-58.63025054931641,10,-75.67878265380861,9144
RASSF8-AS1,-139.55271519252233,140,-63.86548015049526,140,-75.68723504202707,9145
CHRM3-AS2,-125.68684387207031,3,-49.99347813924154,3,-75.69336573282877,9146
MYADM,-142.2815789808762,441,-66.58183346529937,441,-75.69974551557682,9147
LINC00930,-151.45889391217912,14,-75.74011121477399,14,-75.71878269740513,9148
AMY1A,-207.4100570678711,2,-131.53740692138672,2,-75.87265014648438,9149
ATAD1,-140.984116907384,397,-65.09727039865643,397,-75.88684650872756,9150
CYB5B,-127.15126375074823,633,-51.25330945778797,633,-75.89795429296026,9151
LINC00621,-164.77062225341797,2,-88.48339462280273,2,-76.28722763061523,9152
CCL7,-157.43911743164062,2,-81.1474609375,2,-76.29165649414062,9153
IGHV3-49,-165.13719177246094,1,-88.82156372070312,1,-76.31562805175781,9154
GBP3,-140.75846781533144,338,-64.36082258732361,338,-76.39764522800783,9155
ADRB1,-132.09748731340682,70,-55.64520323617118,70,-76.45228407723565,9156
XCL2,-164.51097030639647,20,-88.02221870422363,20,-76.48875160217284,9157
CFHR1,-165.6078224182129,4,-88.95874404907227,4,-76.64907836914062,9158
VWA3A,-137.49884033203125,100,-60.70432296752929,100,-76.79451736450196,9159
FIBIN,-140.9473907470703,10,-64.12121047973633,10,-76.82618026733397,9160
TAS2R46,-170.56735229492188,1,-93.6559066772461,1,-76.91144561767578,9161
IL21R-AS1,-129.9897918701172,1,-53.06097412109375,1,-76.92881774902344,9162
ROCK2,-150.81343106419732,439,-73.79351464273718,439,-77.01991642146014,9163
ARMC3,-139.80930226371888,187,-62.714634084446544,187,-77.09466817927233,9164
FDXACB1,-169.44547457308383,37,-92.31481046934385,37,-77.13066410373997,9165
CAPN3,-132.71317872358728,193,-55.53635606123376,193,-77.17682266235352,9166
TNR,-136.15867614746094,1,-58.93199157714844,1,-77.2266845703125,9167
RIMKLB,-147.9696067561028,337,-70.69435432049217,337,-77.27525243561062,9168
HECTD2,-145.43074703216553,64,-68.03546524047852,64,-77.39528179168701,9169
TYROBP,-117.95273551604186,793,-40.529943978500846,793,-77.422791537541,9170
PTPN2,-179.3095241827276,734,-101.85372439392256,734,-77.45579978880505,9171
PICALM,-139.637771001138,605,-62.18133255509306,605,-77.45643844604493,9172
MSS51,-151.5464630126953,9,-73.9983172946506,9,-77.54814571804471,9173
VIM,-116.84124426517607,1427,-39.221760611477315,1427,-77.61948365369875,9174
TAS2R10,-194.32823181152344,1,-116.6291046142578,1,-77.69912719726564,9175
ZMPSTE24,-143.68659017811652,460,-65.90508744612984,460,-77.78150273198668,9176
TRAPPC8,-141.8132573729421,233,-64.0294821415848,233,-77.78377523135731,9177
FAM53B,-152.8878653741652,186,-75.07933905816847,186,-77.80852631599672,9178
TEX26,-151.64785473163312,26,-73.80056381225586,26,-77.84729091937726,9179
ANKRD12,-114.16902168598722,1151,-36.32145696883612,1151,-77.8475647171511,9180
CASC16,-167.10643768310547,6,-89.24406051635742,6,-77.86237716674805,9181
CKAP4,-133.9676231012988,637,-56.062433449402334,637,-77.90518965189648,9182
CHST11,-137.34377335702908,179,-59.315480152321925,179,-78.02829320470715,9183
GNG2,-153.60044190941787,41,-75.56904881174971,41,-78.03139309766816,9184
PIAS2,-130.3892373904376,284,-52.22081150807126,284,-78.16842588236634,9185
CYP2F1,-131.27106345327277,76,-52.86940680052105,76,-78.40165665275173,9186
B3GALT2,-163.03103637695312,1,-84.61636352539062,1,-78.4146728515625,9187
GNAO1,-124.68981679280598,3,-45.99832280476888,3,-78.69149398803711,9188
LPAR6,-142.44155689586293,55,-63.73702600652521,55,-78.70453088933772,9189
SECISBP2L,-118.22710014500313,923,-39.46980794408598,923,-78.75729220091716,9190
LUZP2,-132.7419891357422,2,-53.91243553161621,2,-78.82955360412598,9191
SLC5A11,-130.4014892578125,1,-51.541053771972656,1,-78.86043548583984,9192
ENTPD1,-144.28175281343005,21,-65.25142215547108,21,-79.03033065795897,9193
MXD1,-147.85267423741956,255,-68.71091398351332,255,-79.14176025390624,9194
NKG7,-137.69821534998277,340,-58.46530776304357,340,-79.2329075869392,9195
RERGL,-148.3173370361328,1,-69.08068084716797,1,-79.23665618896484,9196
PBX1,-131.9182144581188,550,-52.4978049399636,550,-79.4204095181552,9197
C2orf73,-127.4890058710334,89,-47.999863270963175,89,-79.48914260007022,9198
CD53,-147.1615896419603,147,-67.66742379324776,147,-79.49416584871253,9199
ERICH2,-139.71683733178935,327,-60.132499496506625,327,-79.58433783528272,9200
SS18,-138.4306383774234,461,-58.82345032433367,461,-79.60718805308974,9201
FUT8,-139.17801535908302,398,-59.41521676221684,398,-79.76279859686618,9202
CD1A,-149.65526580810547,2,-69.8355712890625,2,-79.81969451904297,9203
CPM,-148.79528854988718,1184,-68.83475021413855,1184,-79.96053833574862,9204
LINC00381,-145.2746124267578,1,-65.29888916015625,1,-79.97572326660156,9205
SPDYA,-169.73528834751673,42,-89.75332768758138,42,-79.98196065993535,9206
SMCR2,-142.8124237060547,1,-62.77059555053711,1,-80.04182815551758,9207
DYNLRB2,-134.74033611842563,280,-54.41455747059413,280,-80.3257786478315,9208
SCNN1B,-142.92882978483397,303,-62.42684445522799,303,-80.50198532960597,9209
IL1A,-153.3579345703125,30,-72.79377644856771,30,-80.56415812174478,9210
CDH11,-151.9500468571981,48,-71.07490507761638,48,-80.87514177958171,9211
CD4,-151.54182513006802,116,-70.48042100051353,116,-81.06140412955449,9212
ZNF211,-155.43022799491882,64,-74.21569156646729,64,-81.21453642845154,9213
FMN2,-146.23028087615967,16,-64.94517874717712,16,-81.28510212898254,9214
CLCA4,-166.59381103515625,1,-85.21324920654297,1,-81.38056182861328,9215
TEKT1,-125.3796429472845,207,-43.96663732114045,207,-81.41300562614404,9216
NPAS3,-152.5517605052275,17,-70.98304658777573,17,-81.56871391745176,9217
NOX4,-162.86544799804688,2,-81.27082824707031,2,-81.59461975097656,9218
C1QBP,-143.4499963735232,1062,-61.62688983047974,1062,-81.82310654304345,9219
SPATA7,-147.4364337405643,148,-65.52385794149863,148,-81.91257579906566,9220
LINC01355,-173.5335220336914,20,-91.59524497985839,20,-81.93827705383302,9221
PMCH,-186.94686126708984,2,-104.88770294189453,2,-82.05915832519531,9222
ATP2B1,-129.92629930084826,459,-47.84276361403123,459,-82.08353568681703,9223
LYZ,-148.75769009524828,730,-66.48573698278976,730,-82.27195311245852,9224
TMEM123,-146.72756623856688,1306,-64.31977876952378,1306,-82.4077874690431,9225
LILRB1,-207.81006180612664,19,-125.3826016877827,19,-82.42746011834394,9226
PTPN22,-152.21906677246093,50,-69.78830093383789,50,-82.43076583862305,9227
LYRM9,-170.52941700949597,268,-88.08058724474552,268,-82.44882976475046,9228
CNEP1R1,-139.675673819877,74,-57.15761829066921,74,-82.5180555292078,9229
NFAT5,-128.57333283689664,701,-46.05156338265891,701,-82.52176945423773,9230
LINC00330,-137.4525146484375,1,-54.927616119384766,1,-82.52489852905273,9231
CCL14,-168.1822509765625,5,-85.586865234375,5,-82.5953857421875,9232
TCHHL1,-149.41433715820312,1,-66.69941711425781,1,-82.71492004394531,9233
NOX5,-160.9803466796875,1,-77.78514862060547,1,-83.19519805908203,9234
CR2,-215.59798583984374,5,-132.18289642333986,5,-83.41508941650389,9235
GSTO1,-212.1435292414421,1035,-128.71786915507295,1035,-83.42566008636916,9236
MMP13,-158.6391919453939,24,-75.03259468078613,24,-83.60659726460776,9237
CUBN,-160.57001091452207,17,-76.60046925264247,17,-83.9695416618796,9238
FREM2,-149.058787287498,196,-65.06340404432648,196,-83.99538324317153,9239
SMAD7,-160.6720782340841,235,-76.60070294319316,235,-84.07137529089094,9240
TPH2,-154.50822957356772,3,-70.37325286865234,3,-84.13497670491537,9241
ITM2B,-132.10951044045242,2040,-47.87698467853023,2040,-84.2325257619222,9242
USH2A,-155.37240600585938,2,-70.99861907958984,2,-84.37378692626953,9243
CYSLTR2,-153.12118835449218,5,-68.43287048339843,5,-84.68831787109374,9244
KCNK2,-153.86263529459634,3,-69.16287740071614,3,-84.6997578938802,9245
KCNMB4,-133.88666423450817,55,-49.08315949873491,55,-84.80350473577326,9246
CD2,-167.29703115488027,77,-82.45666860605215,77,-84.84036254882812,9247
OVGP1,-156.8452323631004,27,-71.9387548941153,27,-84.90647746898509,9248
LINC00705,-168.57205200195312,1,-83.57164001464844,1,-85.00041198730469,9249
LRRK2,-176.24088083525535,1078,-91.05871897681524,1078,-85.18216185844011,9250
FAM76B,-168.99293044006941,206,-83.69988569241126,206,-85.29304474765816,9251
TRDC,-172.36599462172563,34,-87.03632197660558,34,-85.32967264512006,9252
IGKV3-15,-152.73119354248047,2,-67.39725112915039,2,-85.33394241333008,9253
DAPK2,-164.59943532556053,369,-79.25521772017647,369,-85.34421760538406,9254
